Date,Revenue,COGS,number_of_order,number_of_customer,sum_of_sessions,sum_of_page_views,sum_of_shipping_fee,number_visitor_review,mean_of_rating,sum_of_refund,number_of_customer_signup
2013-02-07,2839296.13,2338660.54,101,100,14761.0,66344.0,415.11,23.0,4.3478260869565215,122515.85,5.0
2013-02-08,2648161.4,2136088.4,100,100,14467.0,59452.0,621.45,19.0,3.736842105263158,100022.35,4.0
2013-02-09,2957587.36,2354253.06,122,120,14578.0,47223.0,352.06,18.0,4.0,96896.94,4.0
2013-02-10,3380985.73,2832001.18,139,137,16602.0,61322.0,421.18,21.0,3.8095238095238093,97274.7,9.0
2013-02-11,4189315.44,3426089.62,187,185,15063.0,60064.0,646.74,28.0,3.7142857142857144,120215.06,12.0
2013-02-12,3967295.55,3276616.25,163,162,15368.0,65858.0,642.86,29.0,3.7586206896551726,106913.77,4.0
2013-02-13,3156812.35,2628245.52,118,116,13346.0,50414.0,1202.48,29.0,3.9310344827586206,110371.16,5.0
2013-02-14,3286622.13,2725794.93,142,140,17180.0,85934.0,902.21,26.0,4.153846153846154,120334.61000000002,9.0
2013-02-15,2860640.37,2293142.09,111,110,13633.0,74873.0,743.73,20.0,3.55,22840.2,8.0
2013-02-16,3339909.75,2755975.45,140,140,15360.0,73050.0,779.14,24.0,4.166666666666667,29480.89,7.0
2013-02-17,3433567.61,2907659.44,150,146,14662.0,77351.0,638.29,22.0,4.045454545454546,32313.64,7.0
2013-02-18,4473211.04,3823113.82,183,183,13304.0,43820.0,947.12,19.0,4.105263157894737,107557.68,5.0
2013-02-19,4318301.23,3421155.04,174,173,16231.0,82447.0,1065.35,18.0,4.111111111111111,76492.25,8.0
2013-02-20,3392471.04,2787089.48,148,147,14347.0,75545.0,936.43,31.0,3.6774193548387095,165342.92,8.0
2013-02-21,3412803.18,2676550.95,141,140,14194.0,54818.0,661.4,26.0,4.0,50976.840000000004,4.0
2013-02-22,3535377.38,2908690.59,154,153,15750.0,61771.0,727.37,30.0,3.966666666666667,82128.22,2.0
2013-02-23,4286140.45,3439856.85,179,178,14540.0,61974.0,848.93,24.0,4.08,91598.57,9.0
2013-02-24,5419232.89,4431878.1,243,240,13758.0,63623.0,1171.58,29.0,3.9310344827586206,105534.77,9.0
2013-02-25,9128225.25,7430696.94,411,408,13676.0,72244.0,1446.53,33.0,3.787878787878788,82042.56,8.0
2013-02-26,6762535.71,5653323.87,329,321,15824.0,60025.0,1341.6,24.0,4.083333333333333,49254.57,8.0
2013-02-27,5716765.68,4880975.48,299,294,15908.0,72791.0,1928.55,25.0,3.76,94357.55,7.0
2013-02-28,4367566.41,3573846.75,211,210,15284.0,56308.0,1742.65,28.0,3.75,25508.76,7.0
2013-03-01,2693901.21,2256905.73,142,140,20573.0,82066.0,1613.3,28.0,3.8214285714285716,116085.88,11.0
2013-03-02,279813.94,236576.31,9,9,18275.0,64834.0,887.85,20.0,4.25,173764.81,4.0
2013-03-03,1959484.08,1505793.8,48,48,19075.0,69465.0,572.19,28.0,3.5357142857142856,118012.06,4.0
2013-03-04,1412869.43,1130489.5,56,56,21760.0,112923.0,356.09,30.0,3.8333333333333335,138187.86000000002,4.0
2013-03-05,2440470.72,1954056.55,83,82,21169.0,90533.0,260.61,17.0,4.235294117647059,84785.17,12.0
2013-03-06,3247761.18,2622451.1,110,110,19422.0,66932.0,265.1,23.0,4.0,112003.43000000001,8.0
2013-03-07,4017685.67,3191424.08,161,159,20205.0,74215.0,415.40000000000003,41.0,4.024390243902439,219668.95,4.0
2013-03-08,3622255.55,2838056.23,139,138,21327.0,72483.0,610.99,24.0,3.9583333333333335,134953.57,8.0
2013-03-09,3263371.09,2560913.71,118,118,20046.0,91235.0,531.92,30.0,3.8333333333333335,48204.66,5.0
2013-03-10,3510986.19,2877727.07,129,128,19505.0,104073.0,606.02,37.0,3.972972972972973,87628.8,7.0
2013-03-11,3242639.13,2568418.97,134,131,21480.0,115544.0,692.11,26.0,3.769230769230769,77657.17,10.0
2013-03-12,3660190.99,2853606.73,149,149,16857.0,82314.0,580.37,16.0,4.0,57669.68,5.0
2013-03-13,4335373.37,3463021.54,181,177,23166.0,76524.0,511.73,33.0,4.181818181818182,222196.45,8.0
2013-03-14,6692797.3,5359353.2,245,243,18997.0,77150.0,681.03,26.0,3.8846153846153846,54726.85,8.0
2013-03-15,5330057.69,4206775.58,207,205,20137.0,106673.0,886.61,31.0,4.0,91510.34,7.0
2013-03-16,3591734.21,2762570.88,138,137,20761.0,90756.0,808.46,19.0,3.6315789473684212,103744.83,10.0
2013-03-17,4401297.64,3565497.63,172,170,17101.0,79841.0,824.35,22.0,4.136363636363637,119123.65000000001,6.0
2013-03-18,4567013.37,3743618.37,203,202,22860.0,120159.0,748.86,36.0,3.5833333333333335,83293.87,5.0
2013-03-19,4645433.62,3929520.42,218,213,17631.0,85400.0,949.65,18.0,3.7777777777777777,108314.56,8.0
2013-03-20,4992105.19,4308112.41,246,242,21762.0,116234.0,1307.03,18.0,4.166666666666667,147925.3,8.0
2013-03-21,7355693.45,6496769.78,322,318,22061.0,119803.0,1383.32,33.0,4.0,53735.06999999999,2.0
2013-03-22,6603332.26,6021167.98,306,305,20729.0,71130.0,1394.08,33.0,3.787878787878788,136411.47,3.0
2013-03-23,6009508.61,5393148.03,246,242,21609.0,92824.0,1072.95,31.0,3.7096774193548385,73220.45999999999,11.0
2013-03-24,5088153.2,4610104.28,236,233,20504.0,96571.0,1460.36,29.0,4.172413793103448,80170.23,6.0
2013-03-25,4694308.82,4169990.65,216,215,16659.0,60697.0,1519.99,43.0,3.9302325581395348,86849.66,3.0
2013-03-26,5731432.22,5192620.7,256,252,20555.0,109308.0,1189.95,26.0,4.076923076923077,144394.09,7.0
2013-03-27,6872130.59,6081507.57,313,311,16879.0,56985.0,1204.08,24.0,4.041666666666667,48010.23,8.0
2013-03-28,8099154.93,7239463.63,398,395,18569.0,98414.0,1748.58,33.0,3.8484848484848486,36178.8,6.0
2013-03-29,8381683.44,7644413.84,369,366,19856.0,93944.0,1704.56,25.0,4.0,160080.19,8.0
2013-03-30,11636994.38,10600188.31,544,538,21034.0,82344.0,1800.04,36.0,3.7777777777777777,86251.88,11.0
2013-03-31,9455023.8,8513517.85,496,488,21610.0,74076.0,2356.09,30.0,4.033333333333333,135704.62,7.0
2013-04-01,10313848.23,9188774.52,516,509,24812.0,117628.0,2139.04,35.0,3.8857142857142857,125205.3,10.0
2013-04-02,8250013.05,7374699.1,407,405,26607.0,99501.0,2454.2,37.0,3.7837837837837838,75703.61,6.0
2013-04-03,8740749.51,7769943.74,448,441,26624.0,107204.0,2473.41,36.0,4.083333333333333,138733.71,6.0
2013-04-04,4270660.8,3779960.51,175,175,21608.0,111095.0,2169.63,23.0,4.434782608695652,83381.31,4.0
2013-04-05,3073716.42,2637291.44,128,128,32435.0,158360.0,1538.83,25.0,4.04,105314.06,6.0
2013-04-06,3663196.56,3221790.63,165,163,32500.0,108393.0,1149.83,41.0,3.951219512195122,210793.99,8.0
2013-04-07,2924734.26,2598895.09,165,163,27260.0,126098.0,674.79,40.0,3.8,279648.38,6.0
2013-04-08,4670874.28,4351446.44,192,191,30848.0,155647.0,875.63,38.0,4.026315789473684,262134.97,4.0
2013-04-09,4293257.18,3845242.09,212,212,25156.0,137296.0,775.33,53.0,3.7735849056603774,259593.32,10.0
2013-04-10,6011834.78,5327749.04,269,267,29194.0,116383.0,1302.51,45.0,3.7333333333333334,211711.6,6.0
2013-04-11,4244755.76,3794688.65,194,193,29054.0,96574.0,1072.0,45.0,3.8222222222222224,225484.53,6.0
2013-04-12,4282161.81,3850989.97,177,176,24892.0,95949.0,965.54,53.0,3.69811320754717,336309.84,8.0
2013-04-13,5214391.75,4691901.42,238,238,27517.0,149988.0,964.54,52.0,3.980769230769231,188520.54,8.0
2013-04-14,4506492.03,3873550.82,209,208,23814.0,78359.0,1087.54,51.0,4.117647058823529,268912.6,7.0
2013-04-15,5167610.5,4514315.72,226,223,30902.0,159594.0,1039.68,50.0,3.82,303525.7,7.0
2013-04-16,5887221.88,4755791.57,267,265,27551.0,99161.0,1130.3,50.0,3.98,167966.83,10.0
2013-04-17,8104639.53,6617328.78,344,335,29585.0,94904.0,1292.94,49.0,4.020408163265306,258594.02,5.0
2013-04-18,6536742.64,5253454.75,276,273,24098.0,113622.0,1547.26,49.0,4.1,159925.68,6.0
2013-04-19,5871312.85,4657092.08,214,213,27256.0,90395.0,1412.4,45.0,3.9555555555555557,370675.18,6.0
2013-04-20,6012115.71,4722140.67,253,250,21636.0,90602.0,1169.84,40.0,3.5853658536585367,253156.91,5.0
2013-04-21,6323547.99,5021941.78,262,261,24267.0,133036.0,1042.25,44.0,4.113636363636363,238308.77,11.0
2013-04-22,7292352.56,5866886.82,319,316,28085.0,141532.0,1247.46,45.0,3.977777777777778,113995.06999999999,4.0
2013-04-23,8757473.08,6907927.03,370,368,27068.0,88898.0,1204.86,48.0,4.208333333333333,291245.43,8.0
2013-04-24,9358565.61,7286897.36,431,428,33819.0,134590.0,1525.53,53.0,3.9622641509433962,297392.41,5.0
2013-04-25,9127283.0,7206948.14,394,389,25153.0,119550.0,1848.86,59.0,3.7288135593220337,207481.31,8.0
2013-04-26,6156392.84,4860244.05,270,267,25454.0,131458.0,1503.32,45.0,4.288888888888889,234823.43,10.0
2013-04-27,6420235.09,5103697.51,277,276,23854.0,104436.0,1654.45,45.0,4.066666666666666,151945.09,6.0
2013-04-28,9099343.31,7234100.22,362,359,26593.0,92764.0,1730.23,48.0,3.9375,76191.69,7.0
2013-04-29,13160942.22,10423989.71,584,576,30100.0,127202.0,1260.57,58.0,3.8275862068965516,90214.38,8.0
2013-04-30,11190466.86,8842281.65,530,524,26638.0,114824.0,1955.05,59.0,3.8983050847457625,93670.56,14.0
2013-05-01,13051232.31,10395426.51,569,563,25484.0,121645.0,2668.03,53.0,3.811320754716981,305624.78,9.0
2013-05-02,11179665.29,8989067.99,512,510,27523.0,148318.0,2274.03,54.0,4.203703703703703,157084.07,13.0
2013-05-03,8173550.12,6507576.59,341,339,27201.0,109468.0,2326.74,60.0,3.8666666666666667,104855.62,6.0
2013-05-04,3225175.57,2586608.79,116,114,26616.0,87588.0,1886.42,49.0,3.9183673469387754,236179.5,7.0
2013-05-05,3906711.0,3268319.42,149,147,26820.0,116224.0,1316.18,45.0,4.044444444444444,228282.84999999998,6.0
2013-05-06,4311626.38,3384442.35,166,165,24933.0,109347.0,992.27,61.0,4.180327868852459,207312.71,2.0
2013-05-07,3763332.37,3079887.85,162,161,28589.0,147402.0,452.84,54.0,3.888888888888889,85216.31,7.0
2013-05-08,5458168.5,4267785.48,211,209,28654.0,130897.0,674.3100000000001,45.0,3.8,324428.27999999997,7.0
2013-05-09,5815611.07,4647084.74,241,238,26771.0,142781.0,1011.35,57.0,3.912280701754386,229578.69,11.0
2013-05-10,4248246.45,3392369.6,183,182,26830.0,124787.0,870.08,40.0,3.825,145957.97,6.0
2013-05-11,4388803.6,3347274.34,171,169,28668.0,137833.0,842.8,48.0,3.8125,80085.14,8.0
2013-05-12,4298069.68,3423974.02,187,185,27438.0,128020.0,955.73,57.0,3.9298245614035086,157415.38999999998,5.0
2013-05-13,4663488.62,3677688.54,180,178,26357.0,90559.0,753.47,55.0,3.8181818181818183,207823.04,5.0
2013-05-14,5622176.45,4515976.68,221,219,26056.0,115695.0,632.37,52.0,3.923076923076923,332492.89999999997,9.0
2013-05-15,6416011.44,5136196.06,264,261,29084.0,146585.0,1065.91,54.0,4.018518518518518,231872.87,10.0
2013-05-16,7727680.05,6101584.58,322,320,26638.0,113183.0,1158.91,55.0,3.963636363636364,334646.0,10.0
2013-05-17,6520355.77,5213542.1,253,251,24122.0,132379.0,1127.3,49.0,4.1020408163265305,163153.86000000002,6.0
2013-05-18,5126131.05,4165368.61,215,213,23202.0,103657.0,1204.28,53.0,4.264150943396227,168609.13999999998,11.0
2013-05-19,5417543.03,4323889.4,228,226,25148.0,89419.0,1410.39,48.0,3.8958333333333335,168012.97,9.0
2013-05-20,5837064.06,4872375.63,236,233,23328.0,95417.0,945.53,41.0,3.682926829268293,289203.49,5.0
2013-05-21,5156527.79,4086850.49,220,219,28407.0,108703.0,963.78,49.0,3.857142857142857,421315.4,7.0
2013-05-22,6977473.78,5617374.39,303,301,25706.0,88509.0,1186.69,45.0,3.8666666666666667,169367.54,4.0
2013-05-23,9166919.02,7150676.62,365,361,22398.0,109248.0,1169.3799999999999,50.0,4.08,120696.74,8.0
2013-05-24,6670030.19,5242528.96,271,264,25714.0,120745.0,1184.16,47.0,3.9574468085106385,258078.26,9.0
2013-05-25,5054594.94,3916382.21,202,198,26078.0,92476.0,1396.03,33.0,4.181818181818182,303466.92,6.0
2013-05-26,3649585.05,2889501.26,143,143,29842.0,103585.0,960.76,41.0,4.024390243902439,213341.13,6.0
2013-05-27,4403026.04,3471897.02,192,190,25522.0,123734.0,1121.44,48.0,4.083333333333333,65484.73,10.0
2013-05-28,6274027.61,4977411.59,232,229,25369.0,102736.0,864.64,43.0,4.023255813953488,132397.87,8.0
2013-05-29,7359639.59,5841803.19,338,335,23853.0,85854.0,983.92,48.0,3.875,286416.72000000003,3.0
2013-05-30,12828293.48,10036927.65,551,548,27287.0,123833.0,1342.12,47.0,3.5531914893617023,229854.96,5.0
2013-05-31,13809349.18,11231361.14,570,564,26902.0,103623.0,2326.16,61.0,3.901639344262295,287963.83,16.0
2013-06-01,13162597.88,10314262.16,566,560,25458.0,131842.0,2402.17,54.0,4.12962962962963,223031.89,6.0
2013-06-02,12079925.72,9610953.04,511,508,23735.0,76080.0,2949.97,49.0,4.1020408163265305,123874.82,14.0
2013-06-03,9411997.25,7525850.2,430,427,25536.0,97821.0,2453.93,50.0,3.92,118387.8,8.0
2013-06-04,5397308.75,4297393.33,209,208,27334.0,110854.0,1753.37,41.0,3.8536585365853657,224742.47,3.0
2013-06-05,6860958.96,5505167.85,275,275,28445.0,137505.0,1524.31,46.0,4.043478260869565,153288.05000000002,7.0
2013-06-06,5692902.11,4632206.37,193,191,26397.0,125873.0,1157.26,52.0,3.9423076923076925,148694.18,8.0
2013-06-07,3843507.28,2986865.05,157,154,26823.0,134357.0,959.12,45.0,3.533333333333333,160816.08000000002,4.0
2013-06-08,3646959.35,2897196.14,140,139,27553.0,147243.0,615.67,50.0,3.96,163607.49,8.0
2013-06-09,3880132.51,3070545.08,181,176,24891.0,125165.0,562.62,54.0,3.8333333333333335,257400.14,9.0
2013-06-10,4476887.83,3582347.82,177,173,28861.0,100856.0,908.6899999999999,35.0,3.942857142857143,242750.01,12.0
2013-06-11,5003847.86,3903592.44,202,201,23368.0,126304.0,1132.47,61.0,4.032786885245901,137203.91999999998,11.0
2013-06-12,7209020.15,5796177.46,304,302,25933.0,127206.0,910.7,49.0,4.081632653061225,276117.79,4.0
2013-06-13,6845836.24,5559998.61,253,250,27752.0,151236.0,1052.75,51.0,3.980392156862745,187183.9,4.0
2013-06-14,4871516.57,3975403.65,193,190,27755.0,126500.0,1151.71,40.0,3.8,189945.19,7.0
2013-06-15,5166292.57,4029821.84,221,218,26928.0,98828.0,952.1,53.0,4.056603773584905,166516.02000000002,7.0
2013-06-16,5794009.15,4551326.63,226,225,26115.0,119810.0,1097.77,42.0,4.023809523809524,268227.97,9.0
2013-06-17,5795298.96,4637293.92,234,234,28092.0,92163.0,973.83,41.0,4.0,182202.34999999998,6.0
2013-06-18,6632615.61,5459331.17,261,260,25085.0,133701.0,1056.06,51.0,3.627450980392157,147172.07,7.0
2013-06-19,7437341.02,6031157.35,306,304,28632.0,112269.0,1186.79,49.0,3.938775510204082,353875.22,8.0
2013-06-20,7078652.68,5515676.8,270,266,25557.0,116849.0,1320.54,63.0,3.8412698412698414,233146.66,11.0
2013-06-21,5526354.45,4396745.86,211,209,29053.0,103139.0,1478.58,46.0,3.869565217391304,302383.44,7.0
2013-06-22,5117274.96,4111300.17,205,205,26367.0,113536.0,995.65,64.0,3.921875,224662.71000000002,5.0
2013-06-23,5844565.63,4855247.11,211,208,27355.0,146783.0,989.72,50.0,3.96,317976.58999999997,13.0
2013-06-24,5243774.5,4800223.91,240,238,26497.0,97404.0,695.71,45.0,3.8222222222222224,410913.02,4.0
2013-06-25,6728887.1,6142934.34,283,283,29694.0,125033.0,1214.06,53.0,3.8867924528301887,280195.63,8.0
2013-06-26,8817278.13,8290194.65,424,421,27207.0,127226.0,1274.6299999999999,49.0,3.8979591836734695,230433.24,9.0
2013-06-27,7748199.74,7462815.86,374,370,26545.0,100022.0,1592.22,46.0,4.0,158377.61000000002,8.0
2013-06-28,6285354.21,6043485.1,328,322,23891.0,91798.0,1605.42,53.0,4.113207547169812,304089.35,12.0
2013-06-29,9546012.78,9167617.84,494,488,28947.0,158795.0,2370.66,46.0,3.8260869565217392,169221.8,5.0
2013-06-30,7372318.59,7149429.97,390,385,26808.0,139193.0,2134.95,47.0,3.9148936170212765,209412.02,10.0
2013-07-01,6359864.53,6248239.94,326,325,20717.0,103616.0,2133.56,36.0,4.083333333333333,156237.4,6.0
2013-07-02,7209130.33,6927420.38,343,340,22158.0,96216.0,2107.26,60.0,3.966666666666667,309013.81,7.0
2013-07-03,8038680.63,7869401.17,369,366,20624.0,90498.0,1927.17,43.0,3.953488372093023,207998.7,7.0
2013-07-04,2521315.44,2408274.98,93,93,20224.0,96547.0,1498.78,51.0,3.6666666666666665,74290.06,9.0
2013-07-05,2494107.65,2432073.97,108,107,22308.0,110365.0,1117.94,44.0,3.8636363636363638,226498.47,7.0
2013-07-06,2452372.43,2331799.51,94,94,19852.0,104084.0,759.16,48.0,3.6875,157526.31,6.0
2013-07-07,2958215.01,2950992.63,116,116,19573.0,74366.0,577.87,44.0,4.177777777777778,207092.78,4.0
2013-07-08,2571901.18,2450996.77,115,115,18865.0,78747.0,446.2,33.0,4.090909090909091,217290.36,11.0
2013-07-09,4624825.33,4592718.95,204,203,22779.0,96006.0,738.8,49.0,3.8979591836734695,227940.89,9.0
2013-07-10,3855254.64,3797797.81,199,196,22911.0,91089.0,1000.41,56.0,3.982142857142857,182147.84,6.0
2013-07-11,5785320.61,5626075.87,285,285,22159.0,121194.0,1269.8700000000001,54.0,4.018518518518518,218793.88999999998,7.0
2013-07-12,6053300.71,5886949.95,272,270,21395.0,79697.0,1466.28,49.0,4.163265306122449,165249.3,12.0
2013-07-13,4161301.31,3995435.41,190,188,20990.0,82169.0,1185.54,46.0,4.195652173913044,170544.66,10.0
2013-07-14,4482102.22,4419156.67,229,224,19989.0,82309.0,1243.41,50.0,3.98,69972.12,10.0
2013-07-15,4387240.36,4219310.04,232,228,18587.0,84767.0,1534.87,43.0,3.813953488372093,315926.19,10.0
2013-07-16,4411030.39,4135243.61,218,218,19711.0,88626.0,1101.08,47.0,3.8085106382978724,161328.49,9.0
2013-07-17,4475453.64,4375610.63,258,255,19882.0,66793.0,1262.77,47.0,3.851063829787234,242841.69,7.0
2013-07-18,6265533.39,6163756.55,324,322,19517.0,66929.0,1732.14,44.0,3.977272727272727,267156.47,5.0
2013-07-19,6310739.5,5960928.51,287,285,21059.0,96682.0,1680.38,49.0,3.7142857142857144,129211.76999999999,9.0
2013-07-20,4157746.85,3978173.28,196,195,21432.0,75600.0,1357.22,40.0,3.658536585365854,116991.25,4.0
2013-07-21,4847680.2,4301699.27,187,185,22930.0,97731.0,866.3100000000001,56.0,4.107142857142857,194641.15,5.0
2013-07-22,5926190.4,5032346.99,235,233,19228.0,71073.0,1201.2,36.0,3.8333333333333335,103059.36,9.0
2013-07-23,4436778.28,3552350.42,195,194,20992.0,97061.0,698.97,40.0,3.725,122722.05,7.0
2013-07-24,7329505.1,5924978.27,257,256,23873.0,83203.0,976.24,43.0,3.7906976744186047,192240.03,6.0
2013-07-25,6342757.31,4978292.65,275,274,24318.0,100129.0,1070.17,52.0,3.75,64583.16,8.0
2013-07-26,6941436.71,5543496.22,252,249,20769.0,72595.0,1372.22,46.0,3.630434782608696,122492.20999999999,9.0
2013-07-27,4353958.13,3499528.32,179,176,18198.0,70117.0,994.77,33.0,3.8484848484848486,147021.99,7.0
2013-07-28,6017516.42,4917333.26,224,222,25026.0,120386.0,1265.4,45.0,3.688888888888889,207764.37,13.0
2013-07-29,8158241.16,6599164.67,284,283,20760.0,109067.0,970.82,46.0,4.021739130434782,139198.07,10.0
2013-07-30,7711378.77,7073525.07,327,324,22570.0,74423.0,1156.28,35.0,4.257142857142857,138106.61,14.0
2013-07-31,10104475.36,10851542.12,530,522,21645.0,81092.0,1712.09,49.0,3.877551020408163,110511.42,7.0
2013-08-01,10998208.4,12167214.07,561,556,23532.0,95876.0,1898.3,48.0,4.416666666666667,113386.14,6.0
2013-08-02,7422715.15,9601836.11,450,449,22089.0,76290.0,2605.7400000000002,46.0,4.217391304347826,178343.14,14.0
2013-08-03,5599602.67,7786528.35,381,378,19760.0,85952.0,2128.46,47.0,3.9361702127659575,194409.26,7.0
2013-08-04,5021938.29,7089757.76,317,315,22135.0,73001.0,2243.16,40.0,4.225,191188.64,4.0
2013-08-05,2231563.34,3064145.21,142,142,25518.0,95149.0,1797.91,43.0,3.8863636363636362,102941.06,5.0
2013-08-06,2493225.51,3592496.3,139,138,21270.0,110319.0,1361.26,41.0,3.902439024390244,169241.53999999998,7.0
2013-08-07,2638845.23,3381813.66,178,177,21729.0,106146.0,762.1,39.0,4.0256410256410255,133220.84,8.0
2013-08-08,3065089.0,4223344.7,227,225,25048.0,88852.0,1073.96,45.0,4.177777777777778,85547.77,11.0
2013-08-09,2598855.08,3418548.13,178,176,21871.0,105802.0,1186.01,45.0,3.8666666666666667,317644.63,8.0
2013-08-10,1776113.02,2320738.01,126,126,22931.0,107729.0,1009.92,58.0,4.0,132901.74,11.0
2013-08-11,2074476.53,2834815.33,142,141,20544.0,90834.0,1191.75,43.0,3.744186046511628,167094.35,10.0
2013-08-12,1933036.01,2566277.36,148,147,24576.0,103910.0,1035.28,41.0,3.8780487804878048,170392.8,9.0
2013-08-13,2531884.21,3266499.42,174,173,19843.0,70310.0,727.51,45.0,3.8666666666666667,413841.84,13.0
2013-08-14,2791478.67,3740726.27,212,212,23377.0,106286.0,974.36,47.0,3.978723404255319,163449.14,9.0
2013-08-15,3665019.45,4896607.22,260,257,24562.0,104078.0,1480.6499999999999,59.0,4.186440677966102,131177.24,10.0
2013-08-16,3619170.1,4661015.06,239,239,21594.0,70937.0,1281.55,52.0,3.8653846153846154,80180.32,12.0
